cpf,name,date_of_birth,salary_range,phone
218049442,Isadora Nogueira Esteves,1985-08-13,0-2000,(19) 7497-9498
244573790,Carol Gonzalez Melo,1963-10-26,5000-8000,(79) 8519-5732
317240696,Jennifer Kropf Ferretti,1967-01-11,5000-8000,(86) 8249-8336
507786554,Carlos Wainer Monteiro,1988-10-22,8000-12000,(17) 7377-5335
228524406,Alessandra Moreno Silvestri,1973-05-14,8000-12000,(15) 9338-8613
584236924,Joao Vieira Pierri,1976-03-07,12000+,(12) 9194-3917
471269008,Laura Villa Justi,1992-10-23,12000+,(19) 9811-5769
375750253,Thiago Milani Lozzano,1988-06-21,2000-5000,(12) 8065-5789
407763594,Fernanda Ferrari Antonelli,1961-06-02,8000-12000,(12) 9773-7785
287956746,Ricardo Moura Pereira,1986-04-18,2000-5000,(74) 8903-8458
389628296,Tiago Soares Duarte,1992-04-06,8000-12000,(15) 7757-7819
359356953,Alexandre Antonelli Barbosa,1970-07-07,0-2000,(12) 9671-9357
231197578,Hiago Silvestri Fontes,2003-05-28,8000-12000,(31) 8757-9525
536096042,Osvaldo Moreira Gentili,2001-01-24,0-2000,(86) 7437-8336
243492696,Ricardo Gentili Ramos,1970-06-26,0-2000,(17) 9274-3328
265470372,Fernando Campos Santos,1979-09-05,8000-12000,(12) 8938-7925
215951628,Lucia Lorenzetti Ferreira,1997-11-07,12000+,(17) 8860-5734
536244570,Katia Duarte Carvalho,1978-12-25,8000-12000,(86) 7387-8621
487508579,Pablo Morelli Fonseca,1993-03-16,0-2000,(15) 9718-6471
220718769,Joao Cunha Esteves,1963-07-30,8000-12000,(15) 7226-6455
474108462,Almir Vieira Viana,1979-08-20,8000-12000,(79) 9169-8583
417474465,Wilson Bianchi Simas,1988-01-02,12000+,(19) 9082-7495
523731939,Valeska Fiore Dias,1970-04-13,12000+,(13) 7953-8566
346782809,Renato Ribeiro Almeida,1989-01-23,2000-5000,(21) 8050-6615
271199690,Gustavo Rocha Klein,1963-02-10,8000-12000,(12) 8307-7989
476655363,Teresa Klein Schneider,1999-10-04,8000-12000,(79) 7785-3545
265864990,Marta Silvestri Milani,1963-06-25,8000-12000,(13) 9569-1738
382956508,Teresa Ferri Colombo,2002-05-21,8000-12000,(17) 9807-1594
220974249,Marcelo Zardetto Andrade,1982-02-25,2000-5000,(79) 7467-3974
238977353,Mario Lima Sato,1978-09-08,12000+,(17) 7118-5721
548728234,Raquel Weiss Caruso,1997-08-22,0-2000,(17) 8579-7815
274874213,Teresa Moreira da Silva,1967-12-24,5000-8000,(13) 8247-3188
351231160,Thiago Lopes Andrade,1981-08-10,2000-5000,(17) 8684-2795
312556255,Willian Martins Simom,1977-10-16,2000-5000,(19) 8296-1553
208068328,Breno Mello Rocha,1992-06-06,0-2000,(17) 8134-4633
330667110,Almir Camargo Marques,1984-02-29,0-2000,(12) 8896-8741
243556496,Tabata Manoel Ferrari,1997-07-10,8000-12000,(16) 7841-2221
446933049,Frederico Martins Meirelles,1973-12-13,0-2000,(17) 9235-9566
483608061,Sergio Fonseca Zucatelli,1965-08-12,5000-8000,(12) 8313-4761
328854139,Etori Zucatelli Cunha,1977-06-02,2000-5000,(86) 9309-4648
506282738,Maria Carvalho Pereira,1994-01-25,8000-12000,(31) 8524-6188
579110896,Luiz Villasboas Nicoletti,1977-03-28,2000-5000,(79) 9553-9592
260815469,Alexandre Shutz Bastos,1970-03-16,0-2000,(74) 8126-6878
491346592,Julio Leite Harper,1971-12-07,0-2000,(12) 8786-7795
492491121,Alessandra Okada Moreira,2001-12-24,0-2000,(21) 9379-6412
298216198,Thiago Leite Lozzano,1982-07-24,12000+,(17) 9846-1925
232352288,Almir Nascimento Silvestri,1986-11-12,2000-5000,(31) 8339-3578
513615571,Fabio Bianchi Reis,1982-07-04,12000+,(12) 7833-9575
593755751,Bruno Moura Varella,1980-02-15,2000-5000,(74) 9751-4794
428256409,Jorge Amorim Souza,2003-02-24,0-2000,(13) 8270-4524
570882092,Juliano Girardi Lorenzetti,1965-06-04,12000+,(86) 9426-2187
320947506,Luiza Lopes Justi,1981-01-31,2000-5000,(21) 7992-1875
276320321,Joao Campos Rocha,1991-12-24,8000-12000,(12) 8586-5314
340547037,Danilo Pelegrino da Silva,1969-02-04,12000+,(74) 9146-1499
448032305,Everton Barbosa Pelegrino,1975-05-14,0-2000,(86) 8253-4983
553502642,Raquel Queiroz Lombardi,2000-07-11,8000-12000,(19) 9274-6564
548826129,Wilson Reis Santana,2002-02-12,0-2000,(16) 8082-9511
589363396,Almir Villa Stefanelli,1974-12-17,0-2000,(15) 8617-6324
236417697,Marta Olimpio Watanabe,1980-01-04,0-2000,(31) 8727-7361
275004227,Willian Moreno Quaresma,1994-02-23,8000-12000,(21) 9473-8499
529809519,Isadora Watanabe Eller,2000-04-26,0-2000,(17) 8890-5547
333451648,Cristina Lins Stefanelli,1999-01-10,12000+,(13) 9675-6621
294559947,Almir Weiss Manoel,1963-09-27,8000-12000,(15) 7057-8636
521826811,Vitor Moura Mello,1960-06-02,5000-8000,(79) 8215-9678
572481519,Lucia Silvestri Lima,1986-09-26,8000-12000,(74) 8428-2231
486434728,Laura Prado Morelli,1981-06-07,12000+,(86) 8501-5689
314253524,Brenda Queiroz Duarte,1962-02-21,5000-8000,(31) 8670-6883
209701628,Almir Nascimento Ferreira,1961-01-03,8000-12000,(15) 8423-7746
330163287,Lucas Rizzo Moreira,2002-04-28,12000+,(79) 7171-5929
584985242,Arthur Moreira Leite,1994-09-12,8000-12000,(79) 9655-7761
440489530,Antonio Meirelles Ruberti,1964-11-07,0-2000,(86) 9623-3238
374599650,Raquel Moreira Nicoletti,2001-06-08,0-2000,(17) 7842-5256
354975382,Giulia Alves Fontes,1978-06-23,2000-5000,(19) 9756-9597
429102850,Eduardo Santana Bezerra,1973-07-14,12000+,(13) 8703-5377
301076337,Isabela Varella Fiore,1970-11-30,0-2000,(17) 8126-7826
321364777,Almir Pinheiro Watanabe,1995-12-12,8000-12000,(19) 9426-2796
532448362,Renata Rodrigues Martinelli,1984-08-20,5000-8000,(86) 9837-4626
593584196,Daniele Soares Ribeiro,1995-09-13,12000+,(15) 7743-3816
467395891,Sergio Lozzano Eller,1990-01-27,5000-8000,(74) 8488-3912
444690515,Sofia Watanabe Santos,1985-05-14,2000-5000,(31) 9183-7662
598024067,Clara Bezerra Oliveira,1990-05-18,5000-8000,(17) 7452-9272
248996529,Sofia Paes Camargo,1978-11-09,12000+,(12) 9820-9258
227825023,Marcia Ferreira Duarte,1989-01-16,0-2000,(16) 7776-3645
436916050,Augusto Silvestri Shutz,1993-01-24,0-2000,(79) 7330-6779
553891919,Julio Fonseca Mantovani,1983-04-29,0-2000,(79) 9867-3796
376293641,Luiza Nascimento Mendes,1976-12-11,2000-5000,(12) 8767-3626
552122610,Juliana Paes Uehara,1972-05-08,2000-5000,(21) 7741-5365
593928317,Osvaldo Ribeiro Oliveira,1998-01-30,12000+,(74) 8984-2869
420563652,Andreia Paes Gonçalves,1975-03-23,12000+,(79) 8898-7764
407937377,Caio Uehara Schmidt,1963-07-02,0-2000,(17) 7521-3361
595074519,Lucia Bezerra Shutz,1974-12-31,12000+,(19) 7272-3341
490428059,Natalia Dias Morelli,2003-03-31,12000+,(12) 9219-3542
306966723,Beatriz Oliveira Zardetto,1973-05-26,5000-8000,(86) 7130-7137
373889445,Fernando Lopes Paes,1966-07-25,12000+,(19) 9359-4261
274971026,Amanda Correa Machado,1985-01-31,12000+,(16) 9835-9453
404748373,Arthur Flora Machado,1964-05-30,5000-8000,(16) 7154-1411
341650031,Fernando Garcia Uehara,1973-12-25,8000-12000,(12) 9057-7497
567284614,Luiz Bianchi Quaresma,1971-11-06,12000+,(79) 8297-7863
480796947,Airton Borges Zardetto,1970-09-12,2000-5000,(17) 8841-3955
462199490,Deisemara Klein Villa,1981-11-28,5000-8000,(15) 9228-9958
212811709,Luiza Queiroz Schmidt,1997-09-20,5000-8000,(15) 9565-2447
518835452,Augusto Barbosa Mendes,1974-05-21,2000-5000,(16) 8577-9734
532645089,Renata Santana Caruso,1980-05-13,8000-12000,(17) 7657-9819
363593909,Thiago Vieira Eller,1994-04-19,12000+,(19) 8180-5796
508035165,Renata Klein Bernardi,1962-01-02,2000-5000,(79) 7762-4676
592686164,Thiago Melo Pereira,1990-11-09,8000-12000,(12) 9514-8128
254440581,Luiza Simom Garcia,1963-02-21,2000-5000,(74) 7568-7764
443015000,Heloisa Teteshi Viana,1965-12-30,2000-5000,(17) 9871-5755
353864786,Zacarias Rodrigues Lopes,1975-06-13,2000-5000,(86) 8223-1946
468086472,Sinezio Ferretti Santos,1985-09-10,12000+,(15) 8366-6364
326815612,Carlos Martinelli Santos,1969-11-18,2000-5000,(17) 9267-8378
204096435,Charles Wainer Lins,2001-05-23,12000+,(13) 7412-1373
448168556,Roberto Oliveira Mantovani,1994-11-11,0-2000,(13) 7272-6663
526833206,Valeska Manoel Justi,1990-11-24,2000-5000,(12) 8176-3359
317138523,Natalia Andrade Mantovani,1992-11-28,5000-8000,(31) 8104-7614
244288772,Lucas Araujo Pinheiro,1966-02-01,2000-5000,(21) 8760-4314
494183359,Lucas Monteiro Fontes,1977-08-25,2000-5000,(74) 7442-4668
345168952,Cristiane Sato Rocha,1972-10-20,0-2000,(74) 8129-3849
387769995,Gustavo Barros Luca,2001-08-11,5000-8000,(74) 8905-8579
350647252,Paulo Padovani Alves,2002-07-03,12000+,(79) 9516-4448
256933021,Marcia Antonelli Kropf,2000-05-20,2000-5000,(17) 8786-2746
481566023,Marcelo Castro Teles,1988-11-01,2000-5000,(13) 9087-6913
253926413,Maria Ruberti Caruso,1981-12-21,12000+,(13) 9275-2734
323483380,Mauricio Luca Villa,1987-09-23,0-2000,(17) 7000-6235
569723363,Katia Garcia Vilar,1991-04-07,5000-8000,(86) 9627-1713
429493002,Roberto Fiore Ferretti,1979-12-10,5000-8000,(17) 8373-5931
353816631,Breno Meirelles Bianchi,1976-03-06,12000+,(16) 8262-3696
316020425,Beatriz Barros Morelli,1999-07-12,0-2000,(13) 9579-4748
342394866,Danilo Ferri Lozzano,1993-01-11,12000+,(74) 7401-9262
534069376,Brenda Shutz Gomes,1960-11-04,12000+,(19) 9511-2726
350931651,Nicole Martins Paes,1994-10-02,2000-5000,(19) 7951-6949
327137781,Marta Camargo Ribeiro,1984-04-22,8000-12000,(12) 8801-8391
359088077,Amanda Moreira Okada,1985-06-14,8000-12000,(21) 7084-6353
368544634,Sinezio Esteves Moreno,1972-11-06,5000-8000,(16) 8927-6551
523627694,Daniel Nogueira Sato,1986-09-10,5000-8000,(86) 7068-6875
341012245,Sofia Garcia Sato,1966-08-06,2000-5000,(21) 9158-9751
579568555,Giulia da Silva Fiore,1961-02-08,8000-12000,(31) 7139-2413
391326551,Alberto Toffoli Monteiro,1960-09-08,0-2000,(19) 8602-1921
431126014,Amabile Machado Monteiro,1997-07-07,2000-5000,(19) 8504-6778
492682101,Danilo Nogueira Eller,2002-06-04,0-2000,(12) 8634-1275
566662147,Deisemara Bezerra Meirelles,1986-12-25,0-2000,(15) 9120-6456
337308782,Regina Colombo Batista,1976-12-22,12000+,(12) 7523-4273
205053193,Luiz Costa Muller,1988-06-20,8000-12000,(12) 8058-3844
457452824,Etori Simom Costa,1987-10-10,2000-5000,(12) 8900-6794
275014176,Isabela Ribeiro Lins,1992-03-22,0-2000,(79) 7055-8769
258177457,Daniele Wainer Borges,1974-02-06,2000-5000,(17) 7961-2151
340050376,Alessandra Zucatelli Soares,1998-03-13,2000-5000,(19) 8799-5934
264955957,Tabata Nunes Correa,1965-05-28,8000-12000,(31) 8652-9789
392175568,Frederico Almeida Camargo,1979-01-10,0-2000,(17) 7285-2852
556185674,Zacarias Olimpio Barros,1977-01-28,12000+,(79) 7523-3186
412119370,Marcia Romano Gonzalez,2001-04-29,5000-8000,(19) 9036-1832
220456877,Maria Costa Mendes,1979-02-07,2000-5000,(15) 8034-2411
330755440,Luiz Lombardi Stefanelli,1962-06-17,2000-5000,(17) 7755-7411
562640954,Paulo Barros Silvestri,1975-08-01,12000+,(12) 8160-4257
443380919,Natalia Rossi Campos,1966-12-27,5000-8000,(86) 9665-3847
462011573,Julia Padovani Manoel,2000-02-05,2000-5000,(79) 8015-1698
491881072,Luiz Santos Harper,1997-09-10,12000+,(31) 7971-3789
374619315,Wilson Nardoni Klein,1972-07-31,0-2000,(31) 8600-5139
509198476,Charles Fiore Borges,1988-08-07,2000-5000,(31) 7979-7834
591583371,Luana Marques Teteshi,1998-02-24,0-2000,(21) 7208-5799
590504011,Frederico Ferri Gentili,2000-01-27,8000-12000,(17) 8396-5642
400642832,Andreia Lins Barbosa,2003-05-03,12000+,(13) 9716-4354
494563612,Poliana Miranda Ferri,1964-11-10,0-2000,(31) 9792-6118
324205769,Renato Barbosa Lozzano,1973-07-22,8000-12000,(15) 9652-8236
279150182,Regina Mendes Milani,1998-01-24,5000-8000,(16) 7022-3218
458236710,Nicole Costa Kropf,1981-01-13,2000-5000,(31) 9205-6155
234541625,Beatriz Teteshi Lorenzetti,1969-03-28,5000-8000,(15) 7837-6499
582024016,Carlos Toffoli Machado,1978-10-05,5000-8000,(13) 9679-3248
562124986,Luciana Medeiros Gonzalez,1966-12-24,2000-5000,(19) 7493-8349
555506963,Clara Kropf Almeida,1989-10-11,12000+,(74) 7658-4563
374567182,Beatriz Moura Lima,1985-06-07,2000-5000,(17) 8106-1494
542313402,Yuri Moreira Gomes,1965-05-01,5000-8000,(21) 8654-7127
373281794,Thiago Bastos Toffoli,1969-07-30,2000-5000,(12) 9572-5524
572891539,Lucia Schmidt Bernardi,1976-06-10,12000+,(12) 8455-1294
219514524,Renata Melo Arcuri,1983-03-06,12000+,(15) 9246-9777
522982852,Felipe Leite Simom,1990-05-25,0-2000,(12) 9458-6677
377077506,Sergio Fontes Silvestri,1977-07-17,8000-12000,(74) 9525-6864
222379782,Teresa Olimpio Pereira,1997-07-05,2000-5000,(15) 9129-2561
285630038,Luciana Freitas Teixeira,1969-09-28,5000-8000,(16) 8260-3189
292701623,Mario Justi Olimpio,1970-10-02,2000-5000,(31) 9655-1937
555037789,Rafael Varella Miranda,1960-11-28,8000-12000,(19) 8099-4662
200496295,Juliano Pereira Morelli,1984-08-23,12000+,(79) 7752-3429
556410203,Paulo Rodrigues Gomes,1966-08-13,8000-12000,(74) 7640-3899
551159862,Luciana Varella Harper,1960-11-12,12000+,(79) 7338-7242
558810152,Isadora Araujo Justi,1967-09-24,2000-5000,(12) 7042-4156
304379026,Wilson Machado Zardetto,2002-02-28,2000-5000,(17) 7838-6486
379202464,Augusto Meirelles Melo,1983-08-11,0-2000,(19) 7097-7561
407283242,Arthur Pereira Flora,1969-02-25,12000+,(74) 7082-7357
487523010,Sinezio Simom Mantovani,1987-04-30,0-2000,(21) 9620-8377
213458519,Clara Ruberti Castro,1963-02-12,8000-12000,(21) 8979-2968
343588937,Valeska Oliveira Nogueira,1990-04-09,2000-5000,(19) 8712-2231
377145926,Alessandra Miranda Gentili,1964-11-10,5000-8000,(86) 8733-1178
397683996,Vitoria Lozzano Paes,1985-02-27,8000-12000,(74) 9208-9442
467233008,Antonio Silvestri Mendes,1999-10-16,8000-12000,(86) 8030-7937
304122089,Juliana Rocha Schneider,1969-02-09,2000-5000,(13) 7706-3381
441938122,Etori Simas Souza,1996-03-20,8000-12000,(31) 9030-7816
261408708,Luciane Esteves Lozzano,1972-10-19,0-2000,(86) 8650-1415
414160576,Amanda Ferraz Eller,1994-08-28,0-2000,(19) 9756-3626
476622467,Tabata Lima Campos,1971-07-17,2000-5000,(74) 9818-7692
214931604,Joao Bastos Reis,1990-05-15,5000-8000,(15) 8478-4272
496218924,Ricardo Luca Kropf,2000-02-05,12000+,(15) 7580-3831
313033785,Ana Klein Campos,1963-08-27,0-2000,(79) 8735-8394
525641438,Breno Viana Monteiro,1991-06-11,5000-8000,(21) 8009-3265
477658270,Rafael Bernardi Ferraz,1979-08-22,8000-12000,(17) 9861-7565
459741320,Tiago Santana Marques,1985-11-24,5000-8000,(12) 8247-6747
343139874,Rafael Melo Pierri,1976-09-20,2000-5000,(31) 8443-1399
557867722,Gustavo Rizzo Manoel,1975-11-21,12000+,(79) 8046-7168
320351921,Willian Sato Nardoni,1984-08-10,8000-12000,(12) 8575-1549
265846827,Rafael Pelegrino Milani,1969-06-14,5000-8000,(86) 9573-8918
240162431,Luiza Schneider Girardi,1983-08-22,0-2000,(17) 8825-1697
375723641,Cristiane Nardoni Martins,1996-01-12,2000-5000,(21) 9760-3533
349733831,Vinicius Harper Okada,1986-04-11,0-2000,(79) 9213-9646
379652211,Julia Zardetto Gentili,1964-04-30,8000-12000,(16) 9309-1514
453602047,Breno Paes Alves,1964-01-28,2000-5000,(86) 7347-8844
553823429,Carla Rodrigues Viana,1966-06-05,0-2000,(15) 7800-6492
282351855,Mariana Meirelles Lima,2001-07-09,8000-12000,(12) 8895-4912
291575308,Charles Morelli Harper,1984-09-21,12000+,(13) 9567-4383
249859160,Pablo Antonelli Santana,1967-06-18,5000-8000,(15) 7077-9589
522513645,Sofia Amaral Teteshi,1991-11-01,12000+,(17) 7536-9552
293853825,Frederico Muller Dias,1972-11-28,0-2000,(13) 8980-4426
367516179,Ana Wainer Paes,2002-09-04,2000-5000,(17) 7930-4124
569708430,Etori Vieira Gentili,1976-05-08,12000+,(74) 7907-9675
422741332,Marta Antonelli Pinheiro,2001-09-08,8000-12000,(19) 7461-5886
410829812,Lucas Marques Bastos,1961-11-08,0-2000,(12) 8958-6963
425701654,Yuri Oliveira Okada,1988-10-11,0-2000,(12) 8769-6545
224532779,Almir Castro Melo,2002-09-08,2000-5000,(19) 7511-8614
487505104,Luana Rizzo Muller,1990-06-23,12000+,(79) 7509-5745
467294053,Wilson Castro Teixeira,1995-04-05,5000-8000,(74) 8482-2296
354417368,Eduardo Santana Bianchi,1986-07-03,2000-5000,(16) 8982-4979
294498227,Cristiane Reis Moraes,1971-03-14,0-2000,(17) 8782-5252
570119223,Daniel Moreira Reis,1993-01-19,12000+,(31) 9435-7273
517171440,Jennifer Castro Cunha,1964-11-05,8000-12000,(74) 9036-3863
442259430,Fernando Watanabe Nunes,1974-05-02,5000-8000,(79) 9831-5665
378803203,Amanda Antonelli Simas,1966-03-11,5000-8000,(74) 8830-9997
583059493,Pedro Teteshi Zucatelli,1996-08-11,5000-8000,(15) 8078-8459
267499776,Julio Colombo Oliveira,1963-05-13,5000-8000,(13) 8613-1947
265752203,Hiago Melo Schmidt,1995-06-28,0-2000,(19) 8972-2575
224630093,Laura Ferrari Moraes,1995-07-24,2000-5000,(79) 8307-9217
363957948,Natalia Garcia Queiroz,1989-12-04,8000-12000,(15) 7877-4721
492504423,Miquel Ferreira Teixeira,2001-06-29,8000-12000,(13) 9634-2935
535265562,Heloisa Duarte Leite,1987-01-08,5000-8000,(16) 9672-7858
431938018,Sinezio Duarte Barros,1974-12-03,0-2000,(86) 7183-3593
297801048,Lara Batista Viana,1981-04-02,12000+,(31) 9506-7134
401312800,Rafael Santos Freitas,2001-08-04,5000-8000,(15) 9354-3492
333639666,Eduardo Vilar Moura,1986-03-17,2000-5000,(13) 8106-9811
366537225,Pedro Fernandes Wainer,1961-07-27,8000-12000,(12) 9087-3678
443085415,Carlos Campos Araujo,1962-04-25,12000+,(31) 9834-8516
504013203,Francisco Vieira Medeiros,1972-10-10,2000-5000,(31) 7124-6846
311139456,Eduardo Martins Camargo,2003-05-18,8000-12000,(19) 8210-3734
318430978,Lucas Muller Mendes,1975-06-09,2000-5000,(12) 8878-3159
248932600,Simone Dias Rocha,1976-10-18,8000-12000,(19) 8313-8782
206847159,Isabela Rocha Simas,1967-01-18,0-2000,(79) 7180-5116
221230013,Roberto Dias Mantovani,1991-12-11,2000-5000,(79) 7038-9193
468584962,Juliana Simom Caruso,1994-02-17,5000-8000,(15) 9753-6865
426590225,Tabata Ruberti Fiore,1979-09-19,0-2000,(31) 9645-5923
550091193,Airton Lombardi Nunes,1994-01-10,8000-12000,(17) 8188-6631
573265161,Renata Morelli Fonseca,1981-07-05,12000+,(19) 8777-2371
418726070,Simone Milani Morelli,1969-01-17,2000-5000,(21) 9480-1966
426820166,Rafael Camargo Eller,1985-05-01,5000-8000,(79) 9898-6433
516364751,Thiago Nardoni Rodrigues,2001-07-27,8000-12000,(13) 7557-6238
520741699,Raquel Kropf Paes,1965-05-20,8000-12000,(12) 9161-7854
217966094,Tiago Vilar Ambrosio,1999-04-23,12000+,(31) 7185-3125
420475173,Antonio Camargo Pinheiro,1964-04-21,12000+,(74) 8605-1992
406036117,Vitor Camargo Borges,1979-12-28,5000-8000,(15) 7184-8356
538247101,Laura Zucatelli Vieira,1980-07-30,8000-12000,(74) 7914-8858
486865331,Sofia Reis Pelegrino,1998-04-23,0-2000,(19) 8994-1618
371681279,Teresa Ferraz Ferrari,1972-07-24,2000-5000,(74) 8293-3913
343297528,Everton Lins Varella,1984-05-05,8000-12000,(19) 7556-9667
402284999,Brenda Rocha Stefanelli,1975-08-29,2000-5000,(13) 9103-7951
512805478,Maria Olimpio Leite,1961-01-03,5000-8000,(74) 8867-6955
590016356,Carla Stefanelli Soares,1962-11-20,2000-5000,(31) 8994-5366
354202345,Mario Nicoletti Pinheiro,1973-04-27,0-2000,(15) 7803-8146
392944876,Isabela Villa Costa,1983-06-09,5000-8000,(79) 7690-2592
502880408,Breno Bernardi Shutz,1984-11-19,8000-12000,(74) 7050-8841
433164238,Guilherme Monteiro Viana,1966-11-18,2000-5000,(86) 7829-2654
299801156,Augusto Rossi Ambrosio,1982-03-29,8000-12000,(13) 7383-9867
537122869,Teresa Freitas Ruberti,2000-10-10,12000+,(74) 8410-6245
211743025,Vitor Martinelli Colombo,1999-03-28,0-2000,(86) 8007-6456
435063646,Vinicius Antonelli Queiroz,1998-09-27,5000-8000,(16) 9198-2159
366666392,Willian da Silva Vieira,1969-01-05,2000-5000,(31) 8243-6843
411735423,Breno Gonzalez Schmidt,1966-12-20,12000+,(79) 9804-7317
404062691,Carlos Gonzalez Queiroz,1962-10-27,5000-8000,(15) 8860-9151
263005597,Everton Souza Silvestri,1961-08-21,12000+,(79) 7115-5734
423358397,Arthur Bernardi Moura,1984-02-08,12000+,(12) 9845-6225
320629376,Cristina Varella Vilar,1997-08-10,8000-12000,(16) 7114-2847
361926351,Daniele Mello Menezes,1980-09-12,5000-8000,(79) 7517-2949
596311588,Brenda Flora Camargo,1996-01-26,8000-12000,(15) 7225-6951
411453713,Giulia Ruberti Ferreira,1960-11-17,2000-5000,(79) 8488-9814
446725746,Leticia Santos Cardoso,1973-07-12,12000+,(74) 9847-4534
354036250,Brenda Girardi Milani,1974-07-02,5000-8000,(12) 8348-9621
470038819,Isadora Schmidt Fontes,1987-09-21,8000-12000,(31) 7091-3768
463708827,Francisco Colombo Nascimento,1965-02-07,2000-5000,(12) 8626-5716
487206072,Lucas Ferretti Gomes,1965-12-28,0-2000,(17) 9508-8351
461065592,Fabio Manoel Harper,1983-06-24,5000-8000,(16) 8290-4446
296418462,Leticia Padovani Pinheiro,1979-08-21,0-2000,(79) 7851-7213
401842205,Luiz Teixeira Uehara,1974-05-09,12000+,(19) 8023-6656
521191053,Cristina Quaresma Fiore,1992-02-19,0-2000,(31) 9023-7533
523610470,Yuri Machado Milani,1987-02-23,2000-5000,(15) 7399-8644
414889079,Brenda Lins Moreira,1987-12-27,12000+,(86) 9540-8889
203686141,Vitor Olimpio Dias,1998-01-02,12000+,(19) 7973-3128
257288772,Rita Camargo Meirelles,1983-12-22,5000-8000,(13) 7195-7763
311851243,Francisco Souza Arcuri,1961-05-05,2000-5000,(19) 7108-5717
293665729,Thiago Watanabe Esteves,1988-07-28,0-2000,(21) 9399-6323
219820760,Raquel Varella Girardi,1998-08-24,8000-12000,(13) 7069-3969
319373271,Everton Simom Ambrosio,1992-12-15,12000+,(31) 9780-7588
285706783,Sergio Prado Mello,1969-02-15,5000-8000,(74) 8906-3829
241190903,Nicole Okada Justi,1967-05-07,0-2000,(12) 7247-8212
500939257,Juliano Santos Wainer,1973-05-04,8000-12000,(31) 9618-2987
512909200,Cristiane Machado Ferri,2001-11-12,12000+,(15) 7523-9262
412317673,Miquel Justi Teles,1991-02-26,5000-8000,(16) 7363-7851
514474398,Jorge Antonelli Schmidt,2003-03-24,5000-8000,(31) 8754-2359
560779066,Tabata Viana Moreira,1962-03-28,5000-8000,(31) 7467-3812
339488502,Pablo Ferraz Borges,1972-11-29,2000-5000,(86) 8318-5832
201761247,Pedro Varella Fernandes,1997-02-05,8000-12000,(13) 9063-9783
403797913,Yuri Teteshi Okada,1998-03-26,0-2000,(86) 9845-5564
251168530,Willian Nunes Okada,1987-08-17,5000-8000,(79) 9457-6231
468603526,Vitoria Antonelli Teles,1971-08-20,8000-12000,(16) 8383-2224
297420266,Breno Perez Shutz,1979-07-04,12000+,(13) 7450-9976
548430275,Matheus Schneider Almeida,1985-06-21,12000+,(16) 8252-9536
481451821,Augusto Flora Teteshi,1985-10-13,2000-5000,(31) 9045-3953
232396815,Osvaldo Ferreira Almeida,1990-10-14,2000-5000,(15) 8242-5271
434733124,Maria Villasboas Alves,1981-05-07,12000+,(12) 9115-6623
300649298,Regina Rizzo Ribeiro,1981-12-24,5000-8000,(86) 8849-9975
478906171,Miquel Marques Bianchi,1996-07-30,12000+,(21) 7832-5383
403430236,Raquel Okada Cardoso,1965-06-08,12000+,(74) 9220-3918
455256531,Rogerio Villa Shutz,1989-12-10,8000-12000,(79) 8464-3326
294483585,Carla Girardi Melo,1980-04-14,8000-12000,(12) 8872-4421
534510681,Cristina Flora Rizzo,1997-03-08,2000-5000,(21) 8958-7861
551274808,Vivian Silvestri Shutz,1975-06-07,0-2000,(21) 8872-1488
352688108,Luana Harper Klein,1975-04-21,2000-5000,(19) 8173-5631
528098940,Guilherme Miranda Freitas,1979-11-07,5000-8000,(16) 7804-2715
411180217,Gabriela Amaral Kropf,1977-08-20,0-2000,(15) 8026-8662
555269919,Eduardo Castro Bastos,1962-06-14,2000-5000,(31) 7147-8182
594844626,Poliana Moura Schneider,1994-02-01,12000+,(12) 9572-2172
303070631,Rafael Gomes Stefanelli,2003-12-21,8000-12000,(12) 7960-3356
352053196,Zacarias Barbosa Rocha,1987-08-18,5000-8000,(31) 9079-1483
460977146,Luiza Okada Correa,1974-12-23,8000-12000,(86) 7454-6441
503840000,Mariana Fiore Stefanelli,1995-06-14,8000-12000,(19) 8880-8717
580575405,Joao Ruberti Okada,1998-07-22,5000-8000,(31) 7353-3758
477554604,Lucia Correa Weiss,1969-01-05,5000-8000,(17) 7419-3995
228894366,Sinezio Medeiros Colombo,1977-12-19,0-2000,(74) 9190-5985
443364239,Valeska Ruberti Almeida,1989-08-21,0-2000,(19) 7661-4551
461809434,Leticia Ferri Bianchi,1985-12-17,2000-5000,(21) 9150-8258
214048797,Gustavo Watanabe Dias,1977-06-23,2000-5000,(21) 9143-9558
483220368,Rogerio Milani Alves,1979-02-13,0-2000,(74) 8661-1171
213089129,Giulia Miranda Duarte,1978-09-15,5000-8000,(31) 7123-7127
372105083,Fernanda Duarte Zucatelli,1975-04-27,12000+,(74) 7112-3597
560578888,Mario Ferrari Ramos,1988-10-10,12000+,(86) 8882-2597
525802158,Charles Bastos Moreira,1980-05-17,8000-12000,(31) 8750-3997
565709686,Marcia Pelegrino Correa,1993-07-20,12000+,(74) 8979-4295
351663339,Yuri Lozzano Rizzo,1972-01-18,0-2000,(13) 7180-5972
417369404,Lara Ferrari Olimpio,1976-09-02,8000-12000,(21) 7038-3194
260848719,Regina Carvalho Mantovani,1961-04-03,8000-12000,(21) 9325-7944
411817557,Felipe Schneider Ribeiro,1972-12-12,8000-12000,(79) 9751-7724
